Retailer,Brand,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Margin,Operating Profit,Sales Method
West Gear,H&M,5638668,3/4/2021,Midwest,Michigan,Detroit,OL LYNLOV Sandalette,47.44,1,47.44,26.71%,12.67,Online
Sports Direct,H&M,9244458,3/4/2021,Midwest,Michigan,Detroit,OL LYNLOV Sandalette,47.44,1,47.44,26.58%,12.61,In-store
West Gear,H&M,2667691,3/4/2021,Southeast,Florida,Miami,OL LYNLOV Sandalette,37.97,1,37.97,32.26%,12.25,Online
Walmart,H&M,1530154,3/4/2021,West,Nevada,Las Vegas,OL LYNLOV Sandalette,47.44,1,47.44,43.20%,20.5,Online
Walmart,H&M,5368670,3/4/2021,Midwest,Illinois,Chicago,OL LYNLOV Sandalette,47.44,1,47.44,43.41%,20.59,Online
Foot Locker,H&M,2816018,4/5/2021,West,Washington,Seattle,OL LYNLOV Sandalette,40.66,1,40.66,40.73%,16.56,Outlet
West Gear,H&M,4837145,4/5/2021,West,Washington,Seattle,OL LYNLOV Sandalette,40.66,1,40.66,27.15%,11.04,Outlet
West Gear,H&M,8019473,4/5/2021,South,Louisiana,New Orleans,OL LYNLOV Sandalette,47.44,1,47.44,27.89%,13.23,In-store
Sports Direct,H&M,5558405,4/5/2021,West,California,Los Angeles,OL LYNLOV Sandalette,33.88,3,101.64,42.91%,43.62,Online
Walmart,H&M,7368595,4/5/2021,Midwest,Michigan,Detroit,OL LYNLOV Sandalette,33.88,1,33.88,35.16%,11.91,In-store
West Gear,H&M,4179716,4/5/2021,South,Texas,Houston,OL LYNLOV Sandalette,33.88,1,33.88,48.81%,16.54,Outlet
West Gear,H&M,8866522,3/6/2021,Midwest,Illinois,Chicago,OL LYNLOV Sandalette,33.88,1,33.88,35.28%,11.95,In-store
Foot Locker,H&M,9405482,3/6/2021,West,California,Los Angeles,OL LYNLOV Sandalette,40.66,1,40.66,45.90%,18.66,Outlet
West Gear,H&M,4714151,3/6/2021,Northeast,Pennsylvania,Philadelphia,Olinella sandal BG,28.8,1,28.8,30.82%,8.87,In-store
Walmart,H&M,3225938,3/6/2021,Northeast,New York,New York City,OL SHU Pump,28.8,3,86.39,45.12%,38.98,In-store
West Gear,H&M,9071769,3/6/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,28.8,1,28.8,42.50%,12.24,Online
West Gear,H&M,5528931,3/6/2021,Northeast,Massachusetts,Boston,OL SHU Pump,28.8,4,115.19,39.54%,45.54,Outlet
Foot Locker,H&M,5215818,2/7/2021,South,Louisiana,New Orleans,OL SHU Pump,28.8,4,115.19,37.41%,43.09,In-store
Foot Locker,H&M,1657887,2/7/2021,Southeast,Florida,Miami,OL SHU Pump,28.8,2,57.59,28.79%,16.58,Online
Sports Direct,H&M,5090777,2/7/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,28.8,2,57.59,41.63%,23.98,Outlet
Sports Direct,H&M,5209980,2/7/2021,Northeast,Massachusetts,Boston,OL SHU Pump,26.68,1,26.68,39.10%,10.43,Online
Walmart,H&M,6268054,2/7/2021,West,California,Los Angeles,OL SHU Pump,35.58,1,35.58,26.21%,9.33,Outlet
Foot Locker,H&M,3813756,2/7/2021,South,Texas,Houston,OL SHU Pump,35.58,1,35.58,47.99%,17.07,Online
Foot Locker,H&M,4373592,3/8/2021,South,Georgia,Atlanta,OL SHU Pump,35.58,1,35.58,34.85%,12.4,In-store
Walmart,H&M,1522978,3/8/2021,Northeast,Massachusetts,Boston,OL SHU Pump,35.58,3,106.73,45.72%,48.79,Outlet
West Gear,H&M,5957624,3/8/2021,Southeast,Alabama,Birmingham,OL SHU Pump,35.58,1,35.58,48.44%,17.23,In-store
West Gear,H&M,5186244,3/8/2021,West,California,Los Angeles,OL SHU Pump,35.58,3,106.73,33.26%,35.5,Online
Foot Locker,H&M,1875447,3/8/2021,Southeast,Florida,Miami,OL SHU Pump,35.58,2,71.15,32.04%,22.8,In-store
West Gear,H&M,8182240,3/8/2021,West,Nevada,Las Vegas,OL SHU Pump,35.58,1,35.58,44.27%,15.75,In-store
Walmart,H&M,7561799,4/9/2021,West,California,Los Angeles,OL SHU Pump,35.58,3,106.73,44.64%,47.64,Outlet
West Gear,H&M,4679103,4/9/2021,Southeast,Tennessee,Nashville,OL SHU Pump,35.58,5,177.88,41.38%,73.6,Online
Sports Direct,H&M,6739606,4/9/2021,Midwest,Ohio,Cleveland,OL SHU Pump,35.58,1,35.58,38.88%,13.83,In-store
Sports Direct,H&M,1696027,4/9/2021,Midwest,Illinois,Chicago,OL SHU Pump,35.58,1,35.58,40.30%,14.34,Outlet
Walmart,H&M,5697733,4/9/2021,West,Washington,Seattle,OL SHU Pump,35.58,2,71.15,49.24%,35.03,In-store
Sports Direct,H&M,6378050,4/9/2021,South,Georgia,Atlanta,OL SHU Pump,35.58,1,35.58,46.89%,16.68,Outlet
West Gear,H&M,2254464,3/10/2021,Midwest,Michigan,Detroit,OL SHU Pump,35.58,3,106.73,28.89%,30.83,Online
West Gear,H&M,2011918,3/10/2021,Midwest,Michigan,Detroit,OL SHU Pump,35.58,2,71.15,40.48%,28.8,In-store
Sports Direct,H&M,4141683,3/10/2021,South,Texas,Houston,OL SHU Pump,47.44,2,94.88,48.93%,46.42,In-store
West Gear,H&M,9776680,3/10/2021,West,Washington,Seattle,OL SHU Pump,35.58,1,35.58,49.81%,17.72,In-store
Sports Direct,H&M,6326920,3/10/2021,Southeast,Tennessee,Nashville,OL SHU Pump,35.58,2,71.15,30.21%,21.49,In-store
Walmart,H&M,9153205,3/10/2021,South,Georgia,Atlanta,OL SHU Pump,35.58,1,35.58,47.69%,16.97,Online
Sports Direct,H&M,3590660,3/11/2021,Northeast,New York,New York City,OL SHU Pump,35.58,1,35.58,29.73%,10.58,In-store
Sports Direct,H&M,6474527,3/11/2021,West,Washington,Seattle,OL SHU Pump,35.58,3,106.73,32.21%,34.37,Outlet
Walmart,H&M,8179510,3/11/2021,West,Nevada,Las Vegas,OL SHU Pump,35.58,2,71.15,38.34%,27.28,Outlet
West Gear,H&M,8015969,3/11/2021,Southeast,Alabama,Birmingham,OL SHU Pump,35.58,1,35.58,30.69%,10.92,Online
Foot Locker,H&M,5681653,3/11/2021,Midwest,Illinois,Chicago,OL SHU Pump,35.58,1,35.58,33.73%,12,Online
West Gear,H&M,8354909,3/11/2021,South,Louisiana,New Orleans,OL SHU Pump,35.58,1,35.58,37.38%,13.3,Online
Foot Locker,H&M,8521362,2/12/2021,Midwest,Illinois,Chicago,OL SHU Pump,35.58,1,35.58,45.74%,16.27,Outlet
Walmart,H&M,8467106,2/12/2021,South,Georgia,Atlanta,OL SHU Pump,28.46,1,28.46,35.72%,10.17,Outlet
West Gear,H&M,1263242,2/12/2021,South,Texas,Houston,OL SHU Pump,28.46,2,56.92,25.63%,14.59,In-store
Walmart,H&M,2120521,2/12/2021,West,Washington,Seattle,OL SHU Pump,35.58,2,71.15,42.24%,30.05,Online
Walmart,H&M,8957162,2/12/2021,Northeast,Massachusetts,Boston,OL SHU Pump,35.58,2,71.15,26.31%,18.72,Online
West Gear,H&M,7654779,2/12/2021,South,Georgia,Atlanta,OL SHU Pump,35.58,1,35.58,49.76%,17.7,Outlet
Sports Direct,H&M,9498989,10/1/2021,Midwest,Michigan,Detroit,OL SHU Pump,35.58,1,35.58,37.13%,13.21,In-store
Sports Direct,H&M,3550231,10/1/2021,Southeast,Florida,Miami,OL SHU Pump,30.25,1,30.25,43.58%,13.19,Online
Foot Locker,H&M,4286374,10/1/2021,South,Texas,Houston,OL SHU Pump,35.58,1,35.58,25.55%,9.09,In-store
Foot Locker,H&M,5156693,10/1/2021,South,Louisiana,New Orleans,OL SHU Pump,20.34,1,20.34,34.09%,6.93,In-store
Walmart,H&M,7479915,10/1/2021,Southeast,Tennessee,Nashville,OL SHU Pump,30.24,1,30.24,30.75%,9.3,In-store
West Gear,H&M,7173297,10/1/2021,Midwest,Ohio,Cleveland,OL SHU Pump,35.58,1,35.58,37.18%,13.23,Online
Foot Locker,H&M,3109802,10/2/2021,West,California,Los Angeles,OL SHU Pump,35.58,1,35.58,44.93%,15.99,Online
Walmart,H&M,7662667,10/2/2021,Southeast,Tennessee,Nashville,OL SHU Pump,29.64,1,29.64,46.79%,13.87,In-store
Sports Direct,H&M,3958345,10/2/2021,Northeast,Massachusetts,Boston,OL SHU Pump,35.58,1,35.58,29.46%,10.48,Online
West Gear,H&M,4656406,10/2/2021,Midwest,Ohio,Cleveland,OL SHU Pump,35.58,2,71.15,44.39%,31.59,In-store
Sports Direct,H&M,6924044,10/2/2021,South,Texas,Houston,OL SHU Pump,35.58,3,106.73,25.84%,27.58,Online
Walmart,H&M,4039004,10/2/2021,Midwest,Michigan,Detroit,OL SHU Pump,35.58,1,35.58,47.78%,17,Outlet
Foot Locker,H&M,1639178,9/3/2021,West,Washington,Seattle,OL SHU Pump,35.58,1,35.58,37.35%,13.29,In-store
Foot Locker,H&M,5608902,9/3/2021,South,Georgia,Atlanta,OL SHU Pump,35.58,1,35.58,39.30%,13.98,Outlet
West Gear,H&M,9262487,9/3/2021,Northeast,Massachusetts,Boston,OL SHU Pump,35.58,2,71.15,46.98%,33.43,Online
Walmart,H&M,9977986,9/3/2021,Midwest,Illinois,Chicago,OL SHU Pump,35.58,1,35.58,42.10%,14.98,Outlet
Foot Locker,H&M,1874639,9/3/2021,Northeast,Massachusetts,Boston,OL SHU Pump,35.58,1,35.58,29.12%,10.36,Outlet
Sports Direct,H&M,4914463,9/3/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,29.64,1,29.64,36.80%,10.91,Online
West Gear,H&M,8935533,10/4/2021,Southeast,Alabama,Birmingham,OL SHU Pump,34.42,1,34.42,31.91%,10.99,Outlet
Sports Direct,H&M,2201314,10/4/2021,South,Georgia,Atlanta,OL SHU Pump,35.58,2,71.15,47.16%,33.56,In-store
Walmart,H&M,5916973,10/4/2021,West,Washington,Seattle,OL SHU Pump,30.49,1,30.49,42.40%,12.93,Outlet
Foot Locker,H&M,1531194,10/4/2021,Midwest,Michigan,Detroit,OL SHU Pump,35.58,1,35.58,30.07%,10.7,Outlet
Walmart,H&M,3126055,10/4/2021,West,Nevada,Las Vegas,OL SHU Pump,30.24,1,30.24,35.47%,10.72,In-store
West Gear,H&M,3122875,10/4/2021,West,Washington,Seattle,OL SHU Pump,28.46,1,28.46,48.22%,13.72,Online
Sports Direct,H&M,3116199,11/5/2021,West,California,Los Angeles,OL SHU Pump,35.58,1,35.58,31.81%,11.32,Online
Walmart,H&M,7525246,11/5/2021,Midwest,Ohio,Cleveland,OL SHU Pump,35.58,1,35.58,42.10%,14.98,Online
Walmart,H&M,8943219,11/5/2021,Southeast,Florida,Miami,OL SHU Pump,35.58,1,35.58,28.11%,10,Online
West Gear,H&M,8264161,11/5/2021,Midwest,Illinois,Chicago,OL SHU Pump,35.58,2,71.15,25.16%,17.9,Outlet
Walmart,H&M,9645116,11/5/2021,West,California,Los Angeles,OL SHU Pump,35.58,2,71.15,30.89%,21.98,In-store
Foot Locker,H&M,7915865,11/5/2021,Southeast,Florida,Miami,OL SHU Pump,35.58,1,35.58,49.67%,17.67,Online
Sports Direct,H&M,1671795,10/6/2021,Midwest,Illinois,Chicago,OL SHU Pump,35.58,1,35.58,38.67%,13.76,Outlet
Foot Locker,H&M,7273185,10/6/2021,South,Georgia,Atlanta,OL SHU Pump,35.58,1,35.58,45.94%,16.35,Online
West Gear,H&M,5839150,10/6/2021,West,Nevada,Las Vegas,OL SHU Pump,35.58,1,35.58,41.12%,14.63,Online
Foot Locker,H&M,9555166,10/6/2021,South,Louisiana,New Orleans,OL SHU Pump,35.58,1,35.58,27.02%,9.61,In-store
Sports Direct,H&M,1486057,10/6/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,35.58,1,35.58,42.82%,15.23,Outlet
West Gear,H&M,2060973,10/6/2021,West,Washington,Seattle,OL SHU Pump,24.9,1,24.9,38.93%,9.69,Online
Foot Locker,H&M,2068409,9/7/2021,South,Texas,Houston,OL SHU Pump,35.58,1,35.58,28.51%,10.14,Online
Sports Direct,H&M,1170757,9/7/2021,Southeast,Alabama,Birmingham,OL SHU Pump,35.58,1,35.58,34.74%,12.36,Outlet
West Gear,H&M,4865498,9/7/2021,West,California,Los Angeles,OL SHU Pump,35.58,1,35.58,25.25%,8.98,In-store
Foot Locker,H&M,9335298,9/7/2021,West,Washington,Seattle,OL SHU Pump,35.58,1,35.58,48.21%,17.15,Online
West Gear,H&M,2425130,9/7/2021,South,Louisiana,New Orleans,OL SHU Pump,35.58,1,35.58,26.88%,9.56,Online
Walmart,H&M,1472175,9/7/2021,Midwest,Illinois,Chicago,OL SHU Pump,35.58,1,35.58,27.62%,9.83,Online
Sports Direct,H&M,9443198,10/8/2021,West,California,Los Angeles,OL SHU Pump,35.58,1,35.58,25.16%,8.95,Outlet
West Gear,H&M,3857841,10/8/2021,Midwest,Ohio,Cleveland,OL SHU Pump,34.07,1,34.07,31.78%,10.83,Online
West Gear,H&M,2338783,10/8/2021,Southeast,Florida,Miami,OL SHU Pump,35.58,1,35.58,45.60%,16.22,Online
Foot Locker,H&M,1820033,10/8/2021,Northeast,Massachusetts,Boston,OL SHU Pump,35.58,1,35.58,49.45%,17.59,Outlet
Foot Locker,H&M,2574894,10/8/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,35.58,1,35.58,40.01%,14.23,In-store
West Gear,H&M,2591930,10/8/2021,Midwest,Ohio,Cleveland,OL SHU Pump,35.58,1,35.58,46.90%,16.68,Outlet
West Gear,H&M,6063782,11/9/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,35.58,1,35.58,27.00%,9.6,Online
Sports Direct,H&M,4453965,11/9/2021,West,Washington,Seattle,OL SHU Pump,35.58,1,35.58,30.21%,10.75,Outlet
Walmart,H&M,9683234,11/9/2021,Midwest,Ohio,Cleveland,OL SHU Pump,35.58,1,35.58,48.91%,17.4,Outlet
Sports Direct,H&M,4239380,11/9/2021,South,Georgia,Atlanta,OL SHU Pump,35.03,1,35.03,26.51%,9.29,Online
West Gear,H&M,8091193,11/9/2021,Southeast,Florida,Miami,OL SHU Pump,35.58,1,35.58,35.57%,12.66,In-store
West Gear,H&M,6583306,11/9/2021,Southeast,Florida,Miami,OL SHU Pump,35.58,1,35.58,48.92%,17.4,Online
West Gear,H&M,9278401,10/10/2021,South,Georgia,Atlanta,OL SHU Pump,32.42,1,32.42,47.02%,15.25,In-store
Foot Locker,H&M,3766953,10/10/2021,Southeast,Florida,Miami,OL SHU Pump,30.49,1,30.49,33.59%,10.24,Online
Foot Locker,H&M,4677239,10/10/2021,West,Washington,Seattle,OL SHU Pump,30.49,1,30.49,44.31%,13.51,Outlet
Walmart,H&M,8469475,10/10/2021,Midwest,Illinois,Chicago,OL SHU Pump,30.49,6,182.95,49.12%,89.86,In-store
Sports Direct,H&M,4372420,10/10/2021,Northeast,New York,New York City,OL SHU Pump,29.07,1,29.07,27.51%,8,Outlet
Walmart,H&M,1394029,10/10/2021,Northeast,New York,New York City,OL SHU Pump,30.49,2,60.98,44.00%,26.83,In-store
Sports Direct,H&M,9175413,10/11/2021,Midwest,Michigan,Detroit,OL SHU Pump,30.49,1,30.49,46.69%,14.24,In-store
Sports Direct,H&M,2934257,10/11/2021,South,Louisiana,New Orleans,OL SHU Pump,30.24,1,30.24,42.94%,12.98,Outlet
Walmart,H&M,8511770,10/11/2021,Southeast,Florida,Miami,OL SHU Pump,28.27,1,28.27,42.81%,12.1,Outlet
Sports Direct,H&M,3142660,10/11/2021,Northeast,Massachusetts,Boston,OL SHU Pump,30.49,1,30.49,34.76%,10.6,Outlet
Sports Direct,H&M,6192316,10/11/2021,Southeast,Alabama,Birmingham,OL SHU Pump,30.49,1,30.49,47.08%,14.36,In-store
Sports Direct,H&M,7260042,10/11/2021,Northeast,Massachusetts,Boston,OL SHU Pump,29.31,1,29.31,26.99%,7.91,Outlet
Foot Locker,H&M,1306058,9/12/2021,West,California,Los Angeles,OL SHU Pump,30.49,1,30.49,35.87%,10.94,In-store
Foot Locker,H&M,3777022,9/12/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,30.49,1,30.49,33.38%,10.18,In-store
Walmart,H&M,6071318,9/12/2021,Southeast,Tennessee,Nashville,OL SHU Pump,30.49,1,30.49,39.50%,12.05,Online
West Gear,H&M,2078138,9/12/2021,South,Louisiana,New Orleans,OL SHU Pump,16.02,1,16.02,29.43%,4.71,Outlet
Walmart,H&M,2940155,9/12/2021,South,Georgia,Atlanta,OL SHU Pump,29.41,1,29.41,36.76%,10.81,In-store
Sports Direct,H&M,7542989,9/12/2021,South,Texas,Houston,OL SHU Pump,40.66,1,40.66,38.00%,15.45,In-store
Foot Locker,H&M,5683929,17/1/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,40.66,1,40.66,29.01%,11.8,Online
Foot Locker,H&M,1642043,17/1/2021,Northeast,Massachusetts,Boston,OL SHU Pump,40.66,1,40.66,30.42%,12.37,In-store
Walmart,H&M,9445452,17/1/2021,Southeast,Tennessee,Nashville,OL SHU Pump,29.64,1,29.64,45.08%,13.36,In-store
Walmart,H&M,9983632,17/1/2021,Southeast,Florida,Miami,OL SHU Pump,33.88,1,33.88,31.42%,10.64,Outlet
Sports Direct,H&M,4901067,17/1/2021,South,Louisiana,New Orleans,OL SHU Pump,33.88,1,33.88,49.62%,16.81,Outlet
Walmart,H&M,9855339,17/1/2021,South,Texas,Houston,OL SHU Pump,33.88,1,33.88,32.50%,11.01,In-store
Sports Direct,H&M,3822704,17/2/2021,Southeast,Florida,Miami,OL SHU Pump,22.02,1,22.02,27.00%,5.95,Online
Sports Direct,H&M,4476503,17/2/2021,Midwest,Illinois,Chicago,OL SHU Pump,22.02,2,44.03,34.24%,15.08,Outlet
Walmart,H&M,1791806,17/2/2021,West,Nevada,Las Vegas,OL SHU Pump,22.02,5,110.08,45.10%,49.65,In-store
Foot Locker,H&M,3041452,17/2/2021,Southeast,Florida,Miami,OL SHU Pump,20.92,2,41.83,38.67%,16.18,Online
West Gear,H&M,5026547,17/2/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,35.58,1,35.58,39.17%,13.93,Outlet
West Gear,H&M,4478478,17/2/2021,Northeast,Massachusetts,Boston,OL SHU Pump,35.58,1,35.58,43.97%,15.64,Outlet
West Gear,H&M,6277810,16/3/2021,South,Louisiana,New Orleans,OL SHU Pump,35.58,1,35.58,27.95%,9.94,In-store
Foot Locker,H&M,8627835,16/3/2021,Northeast,Massachusetts,Boston,OL SHU Pump,35.58,1,35.58,37.89%,13.48,Online
West Gear,H&M,8338550,16/3/2021,Midwest,Michigan,Detroit,OL SHU Pump,35.58,2,71.15,48.39%,34.43,In-store
Sports Direct,H&M,2883742,16/3/2021,South,Georgia,Atlanta,OL SHU Pump,26.69,1,26.69,31.52%,8.42,Outlet
Walmart,H&M,2114389,16/3/2021,South,Louisiana,New Orleans,OL SHU Pump,28.46,3,85.37,42.80%,36.54,In-store
West Gear,H&M,2427995,16/3/2021,Southeast,Alabama,Birmingham,OL SHU Pump,35.58,2,71.15,35.60%,25.33,In-store
Sports Direct,H&M,7063099,17/4/2021,Southeast,Florida,Miami,OL SHU Pump,35.58,2,71.15,26.69%,18.99,Online
West Gear,H&M,7973605,17/4/2021,South,Louisiana,New Orleans,OL SHU Pump,35.58,2,71.15,38.84%,27.64,Outlet
Walmart,H&M,4806995,17/4/2021,Southeast,Alabama,Birmingham,OL SHU Pump,35.58,5,177.88,34.85%,61.99,Outlet
Walmart,H&M,8976336,17/4/2021,Midwest,Illinois,Chicago,OL SHU Pump,35.58,1,35.58,32.80%,11.67,Outlet
Walmart,H&M,3717321,17/4/2021,Midwest,Michigan,Detroit,OL SHU Pump,35.58,1,35.58,44.47%,15.82,Outlet
Sports Direct,H&M,2943992,17/4/2021,West,Nevada,Las Vegas,OL SHU Pump,35.58,1,35.58,46.74%,16.63,In-store
Sports Direct,H&M,5288611,18/5/2021,South,Georgia,Atlanta,OL SHU Pump,32.91,2,65.81,28.39%,18.68,Online
Foot Locker,H&M,1105171,18/5/2021,Northeast,New York,New York City,OL SHU Pump,35.58,1,35.58,44.50%,15.83,Outlet
Walmart,H&M,5203147,18/5/2021,Southeast,Florida,Miami,OL SHU Pump,35.58,1,35.58,43.33%,15.41,Outlet
Foot Locker,H&M,8948900,18/5/2021,South,Texas,Houston,OL SHU Pump,35.58,1,35.58,46.34%,16.49,Outlet
Sports Direct,H&M,7222133,18/5/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,35.58,1,35.58,48.75%,17.34,Online
West Gear,H&M,2611329,18/5/2021,West,Nevada,Las Vegas,OL SHU Pump,35.58,1,35.58,39.98%,14.23,Outlet
Foot Locker,H&M,9778549,17/6/2021,Northeast,New York,New York City,OL SHU Pump,35.58,1,35.58,38.17%,13.58,Outlet
West Gear,H&M,8099434,17/6/2021,West,California,Los Angeles,OL SHU Pump,35.58,1,35.58,40.38%,14.37,Online
Walmart,H&M,2959765,17/6/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,35.58,1,35.58,37.82%,13.45,Outlet
Walmart,H&M,6530887,17/6/2021,South,Texas,Houston,OL SHU Pump,28.46,1,28.46,29.29%,8.34,In-store
Walmart,H&M,2534220,17/6/2021,Midwest,Michigan,Detroit,OL SHU Pump,35.58,1,35.58,43.39%,15.44,Online
Walmart,H&M,6934709,17/6/2021,West,Nevada,Las Vegas,OL SHU Pump,35.58,2,71.15,38.95%,27.71,Online
Sports Direct,H&M,1949183,16/7/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,35.58,2,71.15,27.69%,19.7,Outlet
Foot Locker,H&M,5766299,16/7/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,32.02,1,32.02,42.52%,13.61,Online
Walmart,H&M,2491655,16/7/2021,South,Georgia,Atlanta,OL SHU Pump,35.58,1,35.58,35.34%,12.57,In-store
Sports Direct,H&M,1165473,16/7/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,35.58,2,71.15,39.81%,28.33,Outlet
Sports Direct,H&M,1865900,16/7/2021,West,Washington,Seattle,OL SHU Pump,35.58,1,35.58,42.69%,15.19,Online
Foot Locker,H&M,3962457,16/7/2021,West,Nevada,Las Vegas,OL SHU Pump,3.37,1,3.37,35.61%,1.2,Outlet
West Gear,H&M,6258362,17/8/2021,Southeast,Tennessee,Nashville,OL SHU Pump,35.58,1,35.58,30.40%,10.81,Outlet
West Gear,H&M,3098614,17/8/2021,West,Nevada,Las Vegas,OL SHU Pump,35.58,1,35.58,43.31%,15.41,Online
Foot Locker,H&M,1224300,17/8/2021,West,California,Los Angeles,OL SHU Pump,33.8,2,67.59,36.98%,25,Online
Walmart,H&M,7916056,17/8/2021,West,Nevada,Las Vegas,OL SHU Pump,35.58,1,35.58,45.04%,16.02,In-store
Foot Locker,H&M,8323939,17/8/2021,West,California,Los Angeles,OL SHU Pump,33.8,2,67.59,31.36%,21.2,Outlet
Foot Locker,H&M,8097699,17/8/2021,South,Texas,Houston,OL SHU Pump,35.58,1,35.58,25.83%,9.19,In-store
West Gear,H&M,9845546,18/9/2021,Northeast,New York,New York City,OL SHU Pump,35.58,3,106.73,33.89%,36.17,In-store
West Gear,H&M,4588203,18/9/2021,West,Washington,Seattle,OL SHU Pump,33.8,2,67.59,27.23%,18.4,In-store
Foot Locker,H&M,2331206,18/9/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,35.58,1,35.58,47.80%,17.01,In-store
Sports Direct,H&M,3700400,18/9/2021,Southeast,Florida,Miami,OL SHU Pump,35.58,1,35.58,48.92%,17.4,In-store
West Gear,H&M,6686336,18/9/2021,Southeast,Alabama,Birmingham,OL SHU Pump,35.58,3,106.73,43.21%,46.11,In-store
Sports Direct,H&M,3034682,18/9/2021,West,Nevada,Las Vegas,OL SHU Pump,35.58,3,106.73,26.21%,27.97,Outlet
Walmart,H&M,7745468,17/10/2021,South,Louisiana,New Orleans,OL SHU Pump,34.42,1,34.42,43.98%,15.14,Online
Walmart,H&M,9717364,17/10/2021,South,Georgia,Atlanta,OL SHU Pump,35.58,1,35.58,29.58%,10.52,Online
Foot Locker,H&M,2974087,17/10/2021,Midwest,Illinois,Chicago,OL SHU Pump,35.58,1,35.58,28.25%,10.05,Outlet
Sports Direct,H&M,1283508,17/10/2021,Northeast,Massachusetts,Boston,OL SHU Pump,32.02,2,64.03,47.15%,30.19,In-store
Foot Locker,H&M,8474222,17/10/2021,Midwest,Illinois,Chicago,OL SHU Pump,35.58,1,35.58,38.53%,13.71,Online
Sports Direct,H&M,2103185,17/10/2021,Southeast,Alabama,Birmingham,OL SHU Pump,31.17,1,31.17,47.26%,14.73,Outlet
Walmart,H&M,6664229,17/11/2021,West,Nevada,Las Vegas,OL SHU Pump,35.58,2,71.15,40.66%,28.93,In-store
West Gear,H&M,9769418,17/11/2021,Northeast,Massachusetts,Boston,OL SHU Pump,32.02,1,32.02,33.64%,10.77,Outlet
Foot Locker,H&M,5626972,17/11/2021,West,California,Los Angeles,OL SHU Pump,35.58,1,35.58,34.93%,12.43,In-store
Foot Locker,H&M,1662511,17/11/2021,Northeast,New York,New York City,OL SHU Pump,30.24,2,60.47,35.47%,21.45,Online
Sports Direct,H&M,3832838,17/11/2021,Southeast,Alabama,Birmingham,OL SHU Pump,35.58,3,106.73,44.16%,47.14,Online
Sports Direct,H&M,6047986,17/11/2021,Midwest,Michigan,Detroit,OL SHU Pump,35.58,2,71.15,25.06%,17.83,Outlet
Foot Locker,H&M,1709683,16/12/2021,West,Washington,Seattle,OL SHU Pump,35.58,1,35.58,37.84%,13.46,Online
Sports Direct,H&M,2069969,16/12/2021,Northeast,New York,New York City,OL SHU Pump,35.58,2,71.15,44.51%,31.67,Online
Walmart,H&M,9962427,16/12/2021,South,Georgia,Atlanta,OL SHU Pump,35.58,1,35.58,29.42%,10.47,Online
Foot Locker,H&M,5886666,16/12/2021,Southeast,Tennessee,Nashville,OL SHU Pump,30.49,1,30.49,42.66%,13.01,Outlet
Foot Locker,H&M,1387601,16/12/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,35.58,2,71.15,27.14%,19.31,In-store
Walmart,H&M,4070581,16/12/2021,Midwest,Ohio,Cleveland,OL SHU Pump,35.58,2,71.15,37.55%,26.72,Online
Walmart,H&M,4117189,24/1/2021,Northeast,New York,New York City,OL SHU Pump,35.58,1,35.58,36.03%,12.82,Online
Foot Locker,H&M,9547580,24/1/2021,Southeast,Alabama,Birmingham,OL SHU Pump,35.58,2,71.15,34.13%,24.28,In-store
West Gear,H&M,1703393,24/1/2021,West,California,Los Angeles,OL SHU Pump,35.58,1,35.58,33.64%,11.97,Online
Foot Locker,H&M,8547719,24/1/2021,Northeast,Massachusetts,Boston,OL SHU Pump,35.58,1,35.58,30.74%,10.94,In-store
West Gear,H&M,4792322,24/1/2021,South,Georgia,Atlanta,OL SHU Pump,35.58,1,35.58,38.07%,13.54,Online
Foot Locker,H&M,6315328,24/1/2021,Midwest,Michigan,Detroit,OL SHU Pump,35.58,1,35.58,38.95%,13.86,In-store
Foot Locker,H&M,4461238,22/2/2021,Northeast,Pennsylvania,Philadelphia,OL SHU Pump,35.58,1,35.58,40.04%,14.24,Outlet
West Gear,H&M,3476406,22/2/2021,South,Texas,Houston,OL SHU Pump,32.03,1,32.03,44.62%,14.29,Online
West Gear,H&M,8144535,22/2/2021,South,Texas,Houston,OL SHU Pump,35.58,1,35.58,44.22%,15.73,In-store
